Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total_tax,Total_profit_before_tax,Total_sales
Male,199-75-8169,A,Yangon,Member,Sports and travel,15.81,10,7.905,7.905,158.1,150.195
Male,853-23-2453,B,Mandalay,Member,Health and beauty,75.74,4,15.148,15.148,302.96,287.812
Male,877-22-3308,A,Yangon,Member,Health and beauty,15.87,10,7.935,7.935,158.7,150.765
Male,232-11-3025,A,Yangon,Normal,Sports and travel,78.77,10,39.385,39.385,787.7,748.315
Male,393-65-2792,C,Naypyitaw,Normal,Food and beverages,89.48,10,44.74,44.74,894.8,850.06
Male,796-12-2025,C,Naypyitaw,Normal,Fashion accessories,62.12,10,31.06,31.06,621.2,590.14
Male,287-21-9091,A,Yangon,Normal,Home and lifestyle,74.67,9,336.015,33.6015,672.03,638.4285
Male,263-10-3913,C,Naypyitaw,Member,Fashion accessories,49.04,9,22.068,22.068,441.36,419.292
Male,480-63-2856,C,Naypyitaw,Normal,Food and beverages,19.25,8,7.7,7.7,154,146.3
Male,360-39-5055,C,Naypyitaw,Member,Sports and travel,48.91,5,12.2275,12.2275,244.55,232.3225
Male,362-58-8315,C,Naypyitaw,Normal,Fashion accessories,76.52,5,19.13,19.13,382.6,363.47
Male,633-44-8566,A,Yangon,Member,Food and beverages,49.38,7,17.283,17.283,345.66,328.377
Male,504-35-8843,A,Yangon,Normal,Sports and travel,42.47,1,2.1235,2.1235,42.47,40.3465
Male,152-08-9985,B,Mandalay,Member,Health and beauty,64.36,9,28.962,28.962,579.24,550.278
Male,512-91-0811,C,Naypyitaw,Normal,Health and beauty,89.75,1,4.4875,4.4875,89.75,85.2625
Male,594-34-4444,A,Yangon,Normal,Electronic accessories,97.16,1,4.858,4.858,97.16,92.302
Male,766-85-7061,B,Mandalay,Normal,Health and beauty,87.87,10,43.935,43.935,878.7,834.765
Male,865-92-6136,A,Yangon,Normal,Food and beverages,52.75,3,7.9125,7.9125,158.25,150.3375
Male,733-01-9107,B,Mandalay,Normal,Home and lifestyle,82.7,6,24.81,24.81,496.2,471.39
Male,163-56-7055,C,Naypyitaw,Member,Fashion accessories,48.71,1,2.4355,2.4355,48.71,46.2745
Male,189-98-2939,C,Naypyitaw,Normal,Fashion accessories,78.55,9,353.475,35.3475,706.95,671.6025
Male,212-62-1842,A,Yangon,Normal,Food and beverages,58.26,6,17.478,17.478,349.56,332.082
Male,716-39-1409,B,Mandalay,Normal,Health and beauty,30.35,7,10.6225,10.6225,212.45,201.8275
Male,704-48-3927,A,Yangon,Member,Electronic accessories,88.67,10,44.335,44.335,886.7,842.365
Male,628-34-3388,C,Naypyitaw,Normal,Fashion accessories,27.38,6,8.214,8.214,164.28,156.066
Male,630-74-5166,A,Yangon,Normal,Sports and travel,62.13,6,18.639,18.639,372.78,354.141
Male,861-77-0145,C,Naypyitaw,Member,Electronic accessories,81.97,10,40.985,40.985,819.7,778.715
Male,645-44-1170,A,Yangon,Member,Home and lifestyle,58.07,9,261.315,26.1315,522.63,496.4985
Male,291-32-1427,B,Mandalay,Member,Fashion accessories,21.94,5,5.485,5.485,109.7,104.215
Male,659-65-8956,B,Mandalay,Member,Fashion accessories,51.36,1,2.568,2.568,51.36,48.792
Male,378-24-2715,B,Mandalay,Normal,Home and lifestyle,53.44,2,5.344,5.344,106.88,101.536
Male,659-36-1684,C,Naypyitaw,Member,Sports and travel,57.12,7,19.992,19.992,399.84,379.848
Male,219-22-9386,B,Mandalay,Member,Sports and travel,99.96,9,44.982,44.982,899.64,854.658
Male,336-78-2147,C,Naypyitaw,Member,Home and lifestyle,63.91,8,25.564,25.564,511.28,485.716
Male,590-83-4591,B,Mandalay,Member,Electronic accessories,87.45,6,26.235,26.235,524.7,498.465
Male,597-78-7908,C,Naypyitaw,Normal,Fashion accessories,90.22,3,13.533,13.533,270.66,257.127
Male,241-72-9525,B,Mandalay,Normal,Sports and travel,51.91,10,25.955,25.955,519.1,493.145
Male,575-30-8091,A,Yangon,Normal,Sports and travel,72.5,8,29,29,580,551
Male,280-17-4359,C,Naypyitaw,Member,Health and beauty,90.5,10,45.25,45.25,905,859.75
Male,568-90-5112,C,Naypyitaw,Normal,Health and beauty,66.14,4,13.228,13.228,264.56,251.332
Male,262-47-2794,B,Mandalay,Member,Home and lifestyle,71.86,8,28.744,28.744,574.88,546.136
Male,238-49-0436,A,Yangon,Normal,Health and beauty,32.46,8,12.984,12.984,259.68,246.696
Male,584-86-7256,C,Naypyitaw,Member,Sports and travel,34.56,7,12.096,12.096,241.92,229.824
Male,746-94-0204,A,Yangon,Normal,Fashion accessories,83.24,9,37.458,37.458,749.16,711.702
Male,782-95-9291,A,Yangon,Member,Food and beverages,92.29,5,230.725,23.0725,461.45,438.3775
Male,279-74-2924,B,Mandalay,Member,Electronic accessories,72.17,1,3.6085,3.6085,72.17,68.5615
Male,307-85-2293,B,Mandalay,Normal,Home and lifestyle,50.28,5,12.57,12.57,251.4,238.83
Male,743-04-1105,B,Mandalay,Member,Health and beauty,97.22,9,43.749,43.749,874.98,831.231
Male,423-57-2993,B,Mandalay,Normal,Sports and travel,93.39,6,28.017,28.017,560.34,532.323
Male,275-28-0149,A,Yangon,Normal,Sports and travel,63.69,1,3.1845,3.1845,63.69,60.5055
Male,101-17-6199,A,Yangon,Normal,Food and beverages,45.79,7,160.265,16.0265,320.53,304.5035
Male,423-80-0988,C,Naypyitaw,Normal,Sports and travel,76.4,2,7.64,7.64,152.8,145.16
Male,548-46-9322,B,Mandalay,Normal,Food and beverages,39.9,10,19.95,19.95,399,379.05
Male,505-02-0892,B,Mandalay,Member,Health and beauty,42.57,8,17.028,17.028,340.56,323.532
Male,234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95.58,10,47.79,47.79,955.8,908.01
Male,687-47-8271,A,Yangon,Normal,Fashion accessories,98.98,10,49.49,49.49,989.8,940.31
Male,796-32-9050,A,Yangon,Normal,Food and beverages,51.28,6,15.384,15.384,307.68,292.296
Male,105-31-1824,A,Yangon,Member,Sports and travel,69.52,7,24.332,24.332,486.64,462.308
Male,249-42-3782,A,Yangon,Normal,Health and beauty,70.01,5,175.025,17.5025,350.05,332.5475
Male,316-55-4634,B,Mandalay,Member,Food and beverages,80.05,5,200.125,20.0125,400.25,380.2375
Male,733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20.85,8,8.34,8.34,166.8,158.46
Male,608-27-6295,B,Mandalay,Member,Electronic accessories,52.89,6,15.867,15.867,317.34,301.473
Male,414-12-7047,B,Mandalay,Normal,Food and beverages,19.79,8,7.916,7.916,158.32,150.404
Male,827-26-2100,A,Yangon,Member,Home and lifestyle,33.84,9,15.228,15.228,304.56,289.332
Male,175-54-2529,A,Yangon,Member,Food and beverages,22.17,8,8.868,8.868,177.36,168.492
Male,407-63-8975,A,Yangon,Normal,Food and beverages,73.88,6,22.164,22.164,443.28,421.116
Male,342-65-4817,C,Naypyitaw,Member,Health and beauty,86.8,3,13.02,13.02,260.4,247.38
Male,130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64.26,7,22.491,22.491,449.82,427.329
Male,434-83-9547,C,Naypyitaw,Member,Food and beverages,38.47,8,15.388,15.388,307.76,292.372
Male,851-28-6367,A,Yangon,Member,Sports and travel,15.5,10,7.75,7.75,155,147.25
Male,824-88-3614,C,Naypyitaw,Normal,Health and beauty,34.31,8,13.724,13.724,274.48,260.756
Male,895-66-0685,B,Mandalay,Member,Food and beverages,18.08,3,2.712,2.712,54.24,51.528
Male,732-04-5373,B,Mandalay,Member,Home and lifestyle,46.47,4,9.294,9.294,185.88,176.586
Male,400-60-7251,A,Yangon,Normal,Home and lifestyle,74.07,1,3.7035,3.7035,74.07,70.3665
Male,641-43-2399,B,Mandalay,Normal,Home and lifestyle,25.55,4,5.11,5.11,102.2,97.09
Male,831-07-6050,A,Yangon,Normal,Electronic accessories,32.71,5,8.1775,8.1775,163.55,155.3725
Male,848-24-9445,C,Naypyitaw,Member,Health and beauty,43.7,2,4.37,4.37,87.4,83.03
Male,699-01-4164,C,Naypyitaw,Normal,Health and beauty,41.5,4,8.3,8.3,166,157.7
Male,426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61.41,7,214.935,21.4935,429.87,408.3765
Male,875-46-5808,B,Mandalay,Member,Health and beauty,25.9,10,12.95,12.95,259,246.05
Male,394-43-4238,B,Mandalay,Member,Home and lifestyle,17.77,5,4.4425,4.4425,88.85,84.4075
Male,888-02-0338,A,Yangon,Normal,Electronic accessories,26.23,9,11.8035,11.8035,236.07,224.2665
Male,142-63-6033,B,Mandalay,Normal,Home and lifestyle,92.36,5,23.09,23.09,461.8,438.71
Male,656-16-1063,B,Mandalay,Normal,Sports and travel,46.42,3,6.963,6.963,139.26,132.297
Male,802-43-8934,A,Yangon,Normal,Home and lifestyle,18.28,1,914,0.914,18.28,17.366
Male,549-03-9315,B,Mandalay,Normal,Fashion accessories,94.87,8,37.948,37.948,758.96,721.012
Male,239-36-3640,B,Mandalay,Normal,Electronic accessories,45.35,6,13.605,13.605,272.1,258.495
Male,468-01-2051,B,Mandalay,Normal,Food and beverages,62.08,7,21.728,21.728,434.56,412.832
Male,389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11.81,5,2.9525,2.9525,59.05,56.0975
Male,213-72-6612,A,Yangon,Normal,Food and beverages,43.25,2,4.325,4.325,86.5,82.175
Male,836-82-5858,B,Mandalay,Member,Health and beauty,69.37,9,312.165,31.2165,624.33,593.1135
Male,583-72-1480,C,Naypyitaw,Member,Electronic accessories,37.06,4,7.412,7.412,148.24,140.828
Male,269-04-5750,B,Mandalay,Member,Fashion accessories,73.82,4,14.764,14.764,295.28,280.516
Male,157-13-5295,A,Yangon,Member,Health and beauty,51.94,10,25.97,25.97,519.4,493.43
Male,211-30-9270,C,Naypyitaw,Normal,Health and beauty,17.41,5,4.3525,4.3525,87.05,82.6975
Male,478-06-7835,A,Yangon,Normal,Fashion accessories,89.69,1,4.4845,4.4845,89.69,85.2055
Male,540-11-4336,A,Yangon,Normal,Food and beverages,24.94,9,11.223,11.223,224.46,213.237
Male,448-81-5016,A,Yangon,Normal,Health and beauty,59.77,2,5.977,5.977,119.54,113.563
Male,142-72-4741,C,Naypyitaw,Member,Fashion accessories,93.2,2,9.32,9.32,186.4,177.08
Male,217-58-1179,A,Yangon,Member,Home and lifestyle,62.65,4,12.53,12.53,250.6,238.07
Male,376-02-8238,B,Mandalay,Normal,Home and lifestyle,93.87,8,37.548,37.548,750.96,713.412
Male,530-90-9855,A,Yangon,Member,Home and lifestyle,47.59,8,19.036,19.036,380.72,361.684
Male,604-70-6476,A,Yangon,Member,Fashion accessories,17.94,5,4.485,4.485,89.7,85.215
Male,799-71-1548,A,Yangon,Member,Electronic accessories,77.72,4,15.544,15.544,310.88,295.336
Male,785-13-7708,B,Mandalay,Normal,Food and beverages,73.06,7,25.571,25.571,511.42,485.849
Male,845-51-0542,B,Mandalay,Member,Food and beverages,46.55,9,209.475,20.9475,418.95,398.0025
Male,662-47-5456,C,Naypyitaw,Member,Fashion accessories,35.19,10,17.595,17.595,351.9,334.305
Male,290-68-2984,A,Yangon,Normal,Home and lifestyle,23.75,4,4.75,4.75,95,90.25
Male,704-11-6354,A,Yangon,Member,Home and lifestyle,58.9,8,23.56,23.56,471.2,447.64
Male,110-48-7033,B,Mandalay,Member,Fashion accessories,32.62,4,6.524,6.524,130.48,123.956
Male,366-93-0948,A,Yangon,Member,Electronic accessories,66.35,1,3.3175,3.3175,66.35,63.0325
Male,729-09-9681,A,Yangon,Member,Home and lifestyle,25.91,6,7.773,7.773,155.46,147.687
Male,151-16-1484,A,Yangon,Member,Electronic accessories,32.25,4,6.45,6.45,129,122.55
Male,380-94-4661,C,Naypyitaw,Member,Electronic accessories,65.94,4,13.188,13.188,263.76,250.572
Male,154-74-7179,B,Mandalay,Normal,Sports and travel,54.45,1,2.7225,2.7225,54.45,51.7275
Male,808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,35.47,4,7.094,7.094,141.88,134.786
Male,144-51-6085,A,Yangon,Member,Home and lifestyle,70.74,4,14.148,14.148,282.96,268.812
Male,566-19-5475,B,Mandalay,Normal,Fashion accessories,47.97,7,167.895,16.7895,335.79,319.0005
Male,537-72-0426,C,Naypyitaw,Member,Fashion accessories,70.99,10,35.495,35.495,709.9,674.405
Male,828-61-5674,A,Yangon,Member,Sports and travel,44.02,10,22.01,22.01,440.2,418.19
Male,523-38-0215,C,Naypyitaw,Normal,Home and lifestyle,37,1,1.85,1.85,37,35.15
Male,667-92-0055,A,Yangon,Member,Health and beauty,99.83,6,29.949,29.949,598.98,569.031
Male,498-41-1961,B,Mandalay,Normal,Health and beauty,66.68,5,16.67,16.67,333.4,316.73
Male,593-95-4461,C,Naypyitaw,Member,Home and lifestyle,74.86,1,3.743,3.743,74.86,71.117
Male,139-20-0155,B,Mandalay,Member,Electronic accessories,40.3,10,20.15,20.15,403,382.85
Male,558-80-4082,C,Naypyitaw,Normal,Electronic accessories,27.85,7,9.7475,9.7475,194.95,185.2025
Male,585-03-5943,B,Mandalay,Normal,Health and beauty,18.11,10,9.055,9.055,181.1,172.045
Male,727-75-6477,C,Naypyitaw,Normal,Electronic accessories,28.84,4,5.768,5.768,115.36,109.592
Male,744-02-5987,A,Yangon,Member,Home and lifestyle,78.38,6,23.514,23.514,470.28,446.766
Male,307-83-9164,A,Yangon,Member,Home and lifestyle,60.01,4,12.002,12.002,240.04,228.038
Male,446-47-6729,C,Naypyitaw,Normal,Fashion accessories,99.82,2,9.982,9.982,199.64,189.658
Male,573-10-3877,B,Mandalay,Member,Health and beauty,39.01,1,1.9505,1.9505,39.01,37.0595
Male,735-06-4124,C,Naypyitaw,Normal,Food and beverages,48.61,1,2.4305,2.4305,48.61,46.1795
Male,411-77-0180,A,Yangon,Member,Electronic accessories,72.2,7,25.27,25.27,505.4,480.13
Male,532-59-7201,B,Mandalay,Member,Sports and travel,79.93,6,23.979,23.979,479.58,455.601
Male,181-94-6432,C,Naypyitaw,Member,Fashion accessories,69.33,2,6.933,6.933,138.66,131.727
Male,174-36-3675,C,Naypyitaw,Member,Food and beverages,99.37,2,9.937,9.937,198.74,188.803
Male,603-07-0961,C,Naypyitaw,Member,Electronic accessories,74.79,5,186.975,18.6975,373.95,355.2525
Male,787-15-1757,C,Naypyitaw,Member,Health and beauty,44.07,4,8.814,8.814,176.28,167.466
Male,372-94-8041,A,Yangon,Normal,Health and beauty,15.26,6,4.578,4.578,91.56,86.982
Male,746-54-5508,A,Yangon,Normal,Home and lifestyle,21.52,6,6.456,6.456,129.12,122.664
Male,276-54-0879,B,Mandalay,Normal,Sports and travel,97.74,4,19.548,19.548,390.96,371.412
Male,815-11-1168,A,Yangon,Member,Food and beverages,99.78,5,24.945,24.945,498.9,473.955
Male,719-76-3868,C,Naypyitaw,Member,Food and beverages,94.26,4,18.852,18.852,377.04,358.188
Male,730-61-8757,B,Mandalay,Member,Health and beauty,51.13,4,10.226,10.226,204.52,194.294
Male,340-66-0321,A,Yangon,Member,Electronic accessories,36.36,4,7.272,7.272,145.44,138.168
Male,868-81-1752,B,Mandalay,Normal,Home and lifestyle,22.02,9,9.909,9.909,198.18,188.271
Male,634-97-8956,A,Yangon,Normal,Food and beverages,32.9,3,4.935,4.935,98.7,93.765
Male,566-71-1091,A,Yangon,Normal,Fashion accessories,77.02,5,19.255,19.255,385.1,365.845
Male,442-48-3607,A,Yangon,Member,Food and beverages,23.48,2,2.348,2.348,46.96,44.612
Male,835-16-0096,C,Naypyitaw,Member,Sports and travel,14.7,5,3.675,3.675,73.5,69.825
Male,898-04-2717,A,Yangon,Normal,Fashion accessories,76.4,9,34.38,34.38,687.6,653.22
Male,378-07-7001,B,Mandalay,Member,Electronic accessories,48.09,3,7.2135,7.2135,144.27,137.0565
Male,150-89-8043,A,Yangon,Normal,Sports and travel,44.65,3,6.6975,6.6975,133.95,127.2525
Male,441-94-7118,A,Yangon,Member,Electronic accessories,71.95,1,3.5975,3.5975,71.95,68.3525
Male,531-80-1784,A,Yangon,Normal,Electronic accessories,26.02,7,9.107,9.107,182.14,173.033
Male,834-61-8124,A,Yangon,Normal,Electronic accessories,51.69,7,180.915,18.0915,361.83,343.7385
Male,565-67-6697,B,Mandalay,Member,Home and lifestyle,27,9,12.15,12.15,243,230.85
Male,453-63-6187,B,Mandalay,Normal,Electronic accessories,27.5,3,4.125,4.125,82.5,78.375
Male,578-80-7669,B,Mandalay,Normal,Sports and travel,74.97,1,3.7485,3.7485,74.97,71.2215
Male,612-36-5536,A,Yangon,Member,Food and beverages,80.96,8,32.384,32.384,647.68,615.296
Male,471-41-2823,C,Naypyitaw,Normal,Food and beverages,99.79,2,9.979,9.979,199.58,189.601
Male,462-67-9126,A,Yangon,Normal,Home and lifestyle,73.22,6,21.966,21.966,439.32,417.354
Male,468-88-0009,A,Yangon,Member,Home and lifestyle,65.94,4,13.188,13.188,263.76,250.572
Male,254-31-0042,A,Yangon,Member,Electronic accessories,21.5,9,9.675,9.675,193.5,183.825
Male,382-25-8917,C,Naypyitaw,Normal,Fashion accessories,42.08,6,12.624,12.624,252.48,239.856
Male,743-88-1662,C,Naypyitaw,Normal,Sports and travel,95.49,7,334.215,33.4215,668.43,635.0085
Male,595-86-2894,C,Naypyitaw,Member,Fashion accessories,96.98,4,19.396,19.396,387.92,368.524
Male,289-15-7034,A,Yangon,Member,Sports and travel,82.33,4,16.466,16.466,329.32,312.854
Male,525-88-7307,B,Mandalay,Member,Sports and travel,75.82,1,3.791,3.791,75.82,72.029
Male,689-16-9784,C,Naypyitaw,Normal,Food and beverages,46.77,6,14.031,14.031,280.62,266.589
Male,596-42-3999,B,Mandalay,Normal,Food and beverages,18.22,7,6.377,6.377,127.54,121.163
Male,563-36-9814,A,Yangon,Member,Electronic accessories,76.82,1,3.841,3.841,76.82,72.979
Male,760-54-1821,B,Mandalay,Normal,Home and lifestyle,13.59,9,6.1155,6.1155,122.31,116.1945
Male,346-12-3257,B,Mandalay,Member,Electronic accessories,19.24,9,8.658,8.658,173.16,164.502
Male,651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,46.22,4,9.244,9.244,184.88,175.636
Male,236-86-3015,C,Naypyitaw,Member,Home and lifestyle,13.98,1,699,0.699,13.98,13.281
Male,882-40-4577,A,Yangon,Member,Sports and travel,67.26,4,13.452,13.452,269.04,255.588
Male,732-67-5346,A,Yangon,Normal,Food and beverages,13.79,5,3.4475,3.4475,68.95,65.5025
Male,569-71-4390,B,Mandalay,Normal,Sports and travel,21.87,2,2.187,2.187,43.74,41.553
Male,132-23-6451,A,Yangon,Member,Health and beauty,20.97,5,5.2425,5.2425,104.85,99.6075
Male,696-90-2548,A,Yangon,Normal,Sports and travel,25.84,3,3.876,3.876,77.52,73.644
Male,472-15-9636,A,Yangon,Normal,Home and lifestyle,50.93,8,20.372,20.372,407.44,387.068
Male,268-03-6164,B,Mandalay,Normal,Health and beauty,96.11,1,4.8055,4.8055,96.11,91.3045
Male,301-81-8610,B,Mandalay,Member,Fashion accessories,25.42,8,10.168,10.168,203.36,193.192
Male,489-64-4354,C,Naypyitaw,Normal,Fashion accessories,16.28,1,814,0.814,16.28,15.466
Male,198-84-7132,B,Mandalay,Member,Fashion accessories,40.61,9,182.745,18.2745,365.49,347.2155
Male,269-10-8440,A,Yangon,Member,Health and beauty,53.17,7,186.095,18.6095,372.19,353.5805
Male,741-73-3559,B,Mandalay,Normal,Sports and travel,67.27,5,168.175,16.8175,336.35,319.5325
Male,286-75-7818,B,Mandalay,Normal,Fashion accessories,69.08,2,6.908,6.908,138.16,131.252
Male,574-57-9721,C,Naypyitaw,Normal,Food and beverages,43.27,2,4.327,4.327,86.54,82.213
Male,616-87-0016,B,Mandalay,Normal,Fashion accessories,95.54,7,33.439,33.439,668.78,635.341
Male,751-69-0068,C,Naypyitaw,Normal,Sports and travel,99.24,9,44.658,44.658,893.16,848.502
Male,257-73-1380,C,Naypyitaw,Member,Sports and travel,82.93,4,16.586,16.586,331.72,315.134
Male,345-08-4992,A,Yangon,Normal,Home and lifestyle,33.99,6,10.197,10.197,203.94,193.743
Male,549-96-4200,C,Naypyitaw,Member,Food and beverages,17.04,4,3.408,3.408,68.16,64.752
Male,450-28-2866,C,Naypyitaw,Member,Food and beverages,17.44,5,4.36,4.36,87.2,82.84
Male,192-98-7397,C,Naypyitaw,Normal,Fashion accessories,12.78,1,639,0.639,12.78,12.141
Male,235-46-8343,C,Naypyitaw,Member,Food and beverages,27.66,10,13.83,13.83,276.6,262.77
Male,453-12-7053,C,Naypyitaw,Normal,Fashion accessories,45.74,3,6.861,6.861,137.22,130.359
Male,744-09-5786,B,Mandalay,Normal,Electronic accessories,22.01,6,6.603,6.603,132.06,125.457
Male,568-88-3448,A,Yangon,Normal,Health and beauty,25,1,1.25,1.25,25,23.75
Male,187-83-5490,A,Yangon,Member,Electronic accessories,20.77,4,4.154,4.154,83.08,78.926
Male,533-33-5337,B,Mandalay,Normal,Electronic accessories,79.39,10,39.695,39.695,793.9,754.205
Male,729-46-7422,C,Naypyitaw,Normal,Food and beverages,35.89,1,1.7945,1.7945,35.89,34.0955
Male,639-76-1242,C,Naypyitaw,Normal,Food and beverages,40.52,5,10.13,10.13,202.6,192.47
Male,470-32-9057,A,Yangon,Member,Food and beverages,51.34,5,12.835,12.835,256.7,243.865
Male,554-53-3790,B,Mandalay,Normal,Sports and travel,37.02,6,11.106,11.106,222.12,211.014
Male,746-19-0921,C,Naypyitaw,Normal,Food and beverages,21.58,1,1.079,1.079,21.58,20.501
Male,405-31-3305,A,Yangon,Member,Fashion accessories,43.13,10,21.565,21.565,431.3,409.735
Male,731-59-7531,B,Mandalay,Member,Health and beauty,72.57,8,29.028,29.028,580.56,551.532
Male,502-05-1910,A,Yangon,Normal,Health and beauty,65.18,3,9.777,9.777,195.54,185.763
Male,598-47-9715,C,Naypyitaw,Normal,Electronic accessories,84.07,4,16.814,16.814,336.28,319.466
Male,701-69-8742,B,Mandalay,Normal,Sports and travel,34.37,10,17.185,17.185,343.7,326.515
Male,575-67-1508,A,Yangon,Normal,Electronic accessories,38.6,1,1.93,1.93,38.6,36.67
Male,541-08-3113,C,Naypyitaw,Normal,Food and beverages,65.97,8,26.388,26.388,527.76,501.372
Male,674-15-9296,A,Yangon,Normal,Sports and travel,37.14,5,9.285,9.285,185.7,176.415
Male,305-18-3552,B,Mandalay,Member,Home and lifestyle,60.38,10,30.19,30.19,603.8,573.61
Male,795-49-7276,A,Yangon,Normal,Fashion accessories,37.15,4,7.43,7.43,148.6,141.17
Male,556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,22.96,1,1.148,1.148,22.96,21.812
Male,437-53-3084,B,Mandalay,Normal,Fashion accessories,99.89,2,9.989,9.989,199.78,189.791
Male,632-32-4574,B,Mandalay,Normal,Sports and travel,75.92,8,30.368,30.368,607.36,576.992
Male,277-63-2961,B,Mandalay,Member,Sports and travel,73.97,1,3.6985,3.6985,73.97,70.2715
Male,620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,69.4,2,6.94,6.94,138.8,131.86
Male,511-54-3087,B,Mandalay,Normal,Sports and travel,88.45,1,4.4225,4.4225,88.45,84.0275
Male,726-29-6793,A,Yangon,Member,Electronic accessories,24.18,8,9.672,9.672,193.44,183.768
Male,291-21-5991,B,Mandalay,Member,Health and beauty,61.29,5,153.225,15.3225,306.45,291.1275
Male,189-52-0236,A,Yangon,Normal,Electronic accessories,99.55,7,348.425,34.8425,696.85,662.0075
Male,503-07-0930,C,Naypyitaw,Member,Sports and travel,58.39,7,204.365,20.4365,408.73,388.2935
Male,425-85-2085,B,Mandalay,Member,Health and beauty,54.86,5,13.715,13.715,274.3,260.585
Male,521-18-7827,C,Naypyitaw,Member,Home and lifestyle,39.39,5,9.8475,9.8475,196.95,187.1025
Male,220-28-1851,A,Yangon,Normal,Home and lifestyle,34.73,2,3.473,3.473,69.46,65.987
Male,600-38-9738,C,Naypyitaw,Member,Sports and travel,71.92,5,17.98,17.98,359.6,341.62
Male,133-14-7229,C,Naypyitaw,Normal,Health and beauty,62.87,2,6.287,6.287,125.74,119.453
Male,534-01-4457,A,Yangon,Normal,Food and beverages,81.71,6,24.513,24.513,490.26,465.747
Male,286-62-6248,B,Mandalay,Normal,Fashion accessories,39.21,4,7.842,7.842,156.84,148.998
Male,339-38-9982,B,Mandalay,Member,Fashion accessories,59.86,2,5.986,5.986,119.72,113.734
Male,827-77-7633,A,Yangon,Normal,Sports and travel,98.09,9,441.405,44.1405,882.81,838.6695
Male,287-83-1405,A,Yangon,Normal,Health and beauty,25.43,6,7.629,7.629,152.58,144.951
Male,435-13-4908,A,Yangon,Member,Fashion accessories,86.68,8,34.672,34.672,693.44,658.768
Male,857-67-9057,B,Mandalay,Normal,Electronic accessories,22.95,10,11.475,11.475,229.5,218.025
Male,583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,16.67,7,5.8345,5.8345,116.69,110.8555
Male,643-38-7867,A,Yangon,Normal,Home and lifestyle,97.94,1,4.897,4.897,97.94,93.043
Male,460-35-4390,A,Yangon,Normal,Home and lifestyle,30.68,3,4.602,4.602,92.04,87.438
Male,343-87-0864,C,Naypyitaw,Member,Health and beauty,75.88,1,3.794,3.794,75.88,72.086
Male,243-47-2663,C,Naypyitaw,Member,Electronic accessories,18.77,6,5.631,5.631,112.62,106.989
Male,701-23-5550,B,Mandalay,Member,Home and lifestyle,38.81,4,7.762,7.762,155.24,147.478
Male,541-48-8554,A,Yangon,Normal,Sports and travel,60.95,9,274.275,27.4275,548.55,521.1225
Male,747-58-7183,B,Mandalay,Normal,Fashion accessories,57.27,3,8.5905,8.5905,171.81,163.2195
Male,399-69-4630,C,Naypyitaw,Normal,Electronic accessories,22.21,6,6.663,6.663,133.26,126.597
Male,134-75-2619,A,Yangon,Member,Electronic accessories,19.32,7,6.762,6.762,135.24,128.478
Male,356-44-8813,B,Mandalay,Normal,Home and lifestyle,37.48,3,5.622,5.622,112.44,106.818
Male,712-39-0363,A,Yangon,Member,Food and beverages,41.66,6,12.498,12.498,249.96,237.462
Male,174-75-0888,B,Mandalay,Normal,Electronic accessories,21.58,9,9.711,9.711,194.22,184.509
Male,866-99-7614,C,Naypyitaw,Normal,Food and beverages,89.2,10,44.6,44.6,892,847.4
Male,760-90-2357,A,Yangon,Member,Electronic accessories,74.51,6,22.353,22.353,447.06,424.707
Male,514-37-2845,B,Mandalay,Normal,Fashion accessories,99.25,2,9.925,9.925,198.5,188.575
Male,343-61-3544,B,Mandalay,Member,Sports and travel,26.67,10,13.335,13.335,266.7,253.365
Male,239-48-4278,A,Yangon,Member,Food and beverages,10.13,7,3.5455,3.5455,70.91,67.3645
Male,355-34-6244,B,Mandalay,Normal,Food and beverages,72.39,2,7.239,7.239,144.78,137.541
Male,550-84-8664,A,Yangon,Normal,Sports and travel,85.91,5,214.775,21.4775,429.55,408.0725
Male,339-96-8318,B,Mandalay,Member,Fashion accessories,81.31,7,284.585,28.4585,569.17,540.7115
Male,458-61-0011,B,Mandalay,Normal,Food and beverages,60.3,4,12.06,12.06,241.2,229.14
Male,592-34-6155,C,Naypyitaw,Normal,Food and beverages,31.77,4,6.354,6.354,127.08,120.726
Male,207-73-1363,B,Mandalay,Normal,Health and beauty,69.51,2,6.951,6.951,139.02,132.069
Male,390-31-6381,C,Naypyitaw,Normal,Food and beverages,27.22,3,4.083,4.083,81.66,77.577
Male,375-72-3056,B,Mandalay,Normal,Sports and travel,63.06,3,9.459,9.459,189.18,179.721
Male,127-47-6963,A,Yangon,Normal,Health and beauty,51.71,4,10.342,10.342,206.84,196.498
